# step rank resident
627 3 1595940
627 4 1675268
627 5 1052684
627 6 1179844
627 7 1527956
# 627 mean resident memory: 1323848.000000, balance: 0.470284
629 0 1295172
629 1 1099720
629 2 1161976
629 3 1594720
629 4 1675168
629 5 1050692
629 6 1175276
629 7 1526448
# 629 mean resident memory: 1322396.500000, balance: 0.472231
631 0 1295172
631 1 1098184
631 2 1158976
631 3 1597932
631 4 1677924
631 5 1050292
631 6 1178180
631 7 1528796
# 631 mean resident memory: 1323182.000000, balance: 0.474335
633 0 1295172
633 1 1101128
633 2 1164176
633 3 1598692
633 4 1673800
633 5 1050292
633 6 1176916
633 7 1528892
# 633 mean resident memory: 1323633.500000, balance: 0.471058
635 0 1295180
635 1 1096856
635 2 1162616
635 3 1597408
635 4 1677928
635 5 1049956
635 6 1176428
635 7 1530056
# 635 mean resident memory: 1323303.500000, balance: 0.474549
637 0 1295180
637 1 1096328
637 2 1160604
637 3 1600100
637 4 1679980
637 5 1049956
637 6 1188212
637 7 1533828
# 637 mean resident memory: 1325523.500000, balance: 0.475302
639 0 1294208
639 1 1093304
639 2 1168824
639 3 1604952
639 4 1680792
639 5 1047404
639 6 1187400
639 7 1539500
# 639 mean resident memory: 1327048.000000, balance: 0.477291
641 0 1294316
641 1 1094012
641 2 1170816
641 3 1608412
641 4 1682980
641 5 1044884
641 6 1185892
641 7 1542936
# 641 mean resident memory: 1328031.000000, balance: 0.480483
643 0 1295896
643 1 1098480
643 2 1172248
643 3 1607116
643 4 1682172
643 5 1046904
643 6 1192840
643 7 1545276
# 643 mean resident memory: 1330116.500000, balance: 0.477603
645 0 1299264
645 1 1097352
645 2 1170700
645 3 1609264
645 4 1684328
645 5 1044856
645 6 1195672
645 7 1542340
# 645 mean resident memory: 1330472.000000, balance: 0.480635
647 0 1301980
647 1 1099616
647 2 1172412
647 3 1608180
647 4 1686416
647 5 1044856
647 6 1198412
647 7 1541020
# 647 mean resident memory: 1331611.500000, balance: 0.481792
649 0 1302312
649 1 1098960
649 2 1173456
649 3 1609000
649 4 1690088
649 5 1045796
649 6 1207488
649 7 1542508
# 649 mean resident memory: 1333701.000000, balance: 0.483086
651 0 1308796
651 1 1098784
651 2 1175140
651 3 1611264
651 4 1693244
651 5 1044008
651 6 1210176
651 7 1544324
# 651 mean resident memory: 1335717.000000, balance: 0.486058
653 0 1309460
653 1 1096536
653 2 1174912
653 3 1610664
653 4 1695288
653 5 1042744
653 6 1210820
653 7 1543212
# 653 mean resident memory: 1335454.500000, balance: 0.488631
655 0 1311812
655 1 1096664
655 2 1176592
655 3 1609416
655 4 1698956
655 5 1041876
655 6 1212152
655 7 1543032
# 655 mean resident memory: 1336312.500000, balance: 0.491711
657 0 1314500
657 1 1094444
657 2 1178132
657 3 1609920
657 4 1704264
657 5 1058372
657 6 1214156
657 7 1541156
# 657 mean resident memory: 1339368.000000, balance: 0.482236
659 0 1314524
659 1 1091592
659 2 1174920
659 3 1610984
659 4 1706240
659 5 1055408
659 6 1212040
659 7 1541840
# 659 mean resident memory: 1338443.500000, balance: 0.486260
661 0 1316288
661 1 1090268
661 2 1182012
661 3 1611108
661 4 1707908
661 5 1057440
661 6 1214752
661 7 1542144
# 661 mean resident memory: 1340240.000000, balance: 0.485337
663 0 1316000
663 1 1090052
663 2 1182836
663 3 1610744
663 4 1717768
663 5 1058488
663 6 1216260
663 7 1544492
# 663 mean resident memory: 1342080.000000, balance: 0.491237
665 0 1316048
665 1 1088856
665 2 1184424
665 3 1614288
665 4 1723664
665 5 1058564
665 6 1213344
665 7 1546396
# 665 mean resident memory: 1343198.000000, balance: 0.495162
667 0 1315988
667 1 1090016
667 2 1181532
667 3 1615476
667 4 1724360
667 5 1056288
667 6 1214760
667 7 1554516
# 667 mean resident memory: 1344117.000000, balance: 0.497034
669 0 1314336
669 1 1090992
669 2 1183676
669 3 1621444
669 4 1726872
669 5 1056080
669 6 1215528
669 7 1554824
# 669 mean resident memory: 1345469.000000, balance: 0.498556
671 0 1314784
671 1 1088332
671 2 1178168
671 3 1621188
671 4 1730184
671 5 1055804
671 6 1214864
671 7 1551896
# 671 mean resident memory: 1344402.500000, balance: 0.501621
673 0 1314112
673 1 1090380
673 2 1183176
673 3 1622096
673 4 1728548
673 5 1055884
673 6 1218868
673 7 1550604
# 673 mean resident memory: 1345458.500000, balance: 0.499952
675 0 1313832
675 1 1090516
675 2 1188320
675 3 1623816
675 4 1724496
675 5 1056860
675 6 1221304
675 7 1548944
# 675 mean resident memory: 1346011.000000, balance: 0.496011
677 0 1316160
677 1 1090528
677 2 1193252
677 3 1622524
677 4 1724528
677 5 1056980
677 6 1224128
677 7 1549512
# 677 mean resident memory: 1347201.500000, balance: 0.495507
679 0 1316420
679 1 1089680
679 2 1191696
679 3 1624272
679 4 1721616
679 5 1056980
679 6 1227244
679 7 1551652
# 679 mean resident memory: 1347445.000000, balance: 0.493256
681 0 1318924
681 1 1087244
681 2 1186716
681 3 1626428
681 4 1721756
681 5 1056980
681 6 1226244
681 7 1551860
# 681 mean resident memory: 1347019.000000, balance: 0.493516
683 0 1215152
683 1 924572
683 2 1055512
683 3 1521188
683 4 1609328
683 5 896148
683 6 1092556
683 7 1418196
# 683 mean resident memory: 1216581.500000, balance: 0.586216
685 0 1320452
685 1 1084244
685 2 1193296
685 3 1623156
685 4 1730124
685 5 1055880
685 6 1233796
685 7 1547908
# 685 mean resident memory: 1348607.000000, balance: 0.499956
687 0 1323648
687 1 1086752
687 2 1195068
687 3 1623232
687 4 1733564
687 5 1062768
687 6 1236672
687 7 1550308
# 687 mean resident memory: 1351501.500000, balance: 0.496334
689 0 1323652
689 1 1087588
689 2 1199964
689 3 1622480
689 4 1734560
689 5 1062776
689 6 1240004
689 7 1552148
# 689 mean resident memory: 1352896.500000, balance: 0.496552
691 0 1325196
691 1 1087668
691 2 1197452
691 3 1621020
691 4 1732180
691 5 1062832
691 6 1239988
691 7 1548700
# 691 mean resident memory: 1351879.500000, balance: 0.495124
693 0 1328608
693 1 1089728
693 2 1197716
693 3 1619220
693 4 1736384
693 5 1060644
693 6 1240016
693 7 1554416
# 693 mean resident memory: 1353341.500000, balance: 0.499312
695 0 1329188
695 1 1088452
695 2 1203684
695 3 1617768
695 4 1738576
695 5 1062696
695 6 1239824
695 7 1553168
# 695 mean resident memory: 1354169.500000, balance: 0.499110
697 0 1329204
697 1 1088452
697 2 1209804
697 3 1619376
697 4 1737120
697 5 1062696
697 6 1238816
697 7 1550436
# 697 mean resident memory: 1354488.000000, balance: 0.497918
699 0 1329488
699 1 1081020
699 2 1210128
699 3 1618920
699 4 1737580
699 5 1062696
699 6 1238820
699 7 1555232
# 699 mean resident memory: 1354235.500000, balance: 0.498351
701 0 1330392
701 1 1082248
701 2 1214040
701 3 1618680
701 4 1740636
701 5 1057316
701 6 1236480
701 7 1554492
# 701 mean resident memory: 1354285.500000, balance: 0.504561
703 0 1333812
703 1 1081996
703 2 1216004
703 3 1621636
703 4 1743656
703 5 1057316
703 6 1242568
703 7 1555012
# 703 mean resident memory: 1356500.000000, balance: 0.505964
705 0 1334420
705 1 1086176
705 2 1220432
705 3 1621036
705 4 1745220
705 5 1056000
705 6 1247396
705 7 1557148
# 705 mean resident memory: 1358478.500000, balance: 0.507347
707 0 1340648
707 1 1085984
707 2 1228220
707 3 1620080
707 4 1750596
707 5 1060080
707 6 1252720
707 7 1556124
# 707 mean resident memory: 1361806.500000, balance: 0.507059
709 0 1342204
709 1 1085788
709 2 1232836
709 3 1619644
709 4 1750384
709 5 1060080
709 6 1256324
709 7 1556320
# 709 mean resident memory: 1362947.500000, balance: 0.506479
711 0 1344708
711 1 1084288
711 2 1236812
711 3 1626948
711 4 1750280
711 5 1058380
711 6 1264604
711 7 1563792
# 711 mean resident memory: 1366226.500000, balance: 0.506431
713 0 1344560
713 1 1082916
713 2 1237100
713 3 1626476
713 4 1751400
713 5 1058160
713 6 1262820
713 7 1566992
# 713 mean resident memory: 1366303.000000, balance: 0.507384
715 0 1347484
715 1 1084996
715 2 1238544
715 3 1626512
715 4 1751940
715 5 1056844
715 6 1267240
715 7 1567216
# 715 mean resident memory: 1367597.000000, balance: 0.508261
717 0 1351236
717 1 1089112
717 2 1240440
717 3 1625608
717 4 1757332
717 5 1058892
717 6 1264824
717 7 1562436
# 717 mean resident memory: 1368735.000000, balance: 0.510281
719 0 1351140
719 1 1089128
719 2 1245684
719 3 1628092
719 4 1756484
719 5 1060940
719 6 1270540
719 7 1569604
# 719 mean resident memory: 1371451.500000, balance: 0.507159
721 0 1354936
721 1 1085148
721 2 1250416
721 3 1627884
721 4 1758928
721 5 1056652
721 6 1274736
721 7 1568876
# 721 mean resident memory: 1372197.000000, balance: 0.511789
723 0 1351672
723 1 1086564
723 2 1252824
723 3 1627676
723 4 1760932
723 5 1056728
723 6 1276092
723 7 1569700
# 723 mean resident memory: 1372773.500000, balance: 0.512979
725 0 1351680
725 1 1086156
725 2 1254904
725 3 1628760
725 4 1756100
725 5 1056040
725 6 1279088
725 7 1572852
# 725 mean resident memory: 1373197.500000, balance: 0.509803
727 0 1352112
727 1 1085856
727 2 1256328
727 3 1637700
727 4 1757432
727 5 1055592
727 6 1280608
727 7 1579276
# 727 mean resident memory: 1375613.000000, balance: 0.510202
729 0 1259952
729 1 916004
729 2 1122316
729 3 1536364
729 4 1641996
729 5 885984
729 6 1144064
729 7 1471704
# 729 mean resident memory: 1247298.000000, balance: 0.606120
731 0 1358024
731 1 1089168
731 2 1265444
731 3 1641924
731 4 1759380
731 5 1057748
731 6 1288412
731 7 1582012
# 731 mean resident memory: 1380264.000000, balance: 0.508332
733 0 1357792
733 1 1089008
733 2 1267052
733 3 1643936
733 4 1759232
733 5 1057748
733 6 1289728
733 7 1583060
# 733 mean resident memory: 1380944.500000, balance: 0.507974
735 0 1357852
735 1 1088772
735 2 1270472
735 3 1644224
735 4 1766356
735 5 1054076
735 6 1294948
735 7 1590208
# 735 mean resident memory: 1383363.500000, balance: 0.514890
737 0 1357796
737 1 1088364
737 2 1274092
737 3 1644704
737 4 1766076
737 5 1058172
737 6 1298820
737 7 1595508
# 737 mean resident memory: 1385441.500000, balance: 0.510959
739 0 1357848
739 1 1090108
739 2 1274592
739 3 1648444
739 4 1765572
739 5 1051188
739 6 1298956
739 7 1594664
# 739 mean resident memory: 1385171.500000, balance: 0.515737
741 0 1356420
741 1 1091148
741 2 1279156
741 3 1648812
741 4 1764720
741 5 1055016
741 6 1301956
741 7 1599436
# 741 mean resident memory: 1387083.000000, balance: 0.511652
743 0 1355096
743 1 1090492
743 2 1279260
743 3 1649440
743 4 1765148
743 5 1052896
743 6 1303552
743 7 1601536
# 743 mean resident memory: 1387177.500000, balance: 0.513454
745 0 1367524
745 1 1089784
745 2 1315444
745 3 1652572
745 4 1778088
745 5 1054832
745 6 1342388
745 7 1601536
# 745 mean resident memory: 1400271.000000, balance: 0.516511
747 0 1368236
747 1 1088328
747 2 1317352
747 3 1654768
747 4 1781528
747 5 1052608
747 6 1344528
747 7 1602904
# 747 mean resident memory: 1401281.500000, balance: 0.520181
749 0 1368188
749 1 1090696
749 2 1324088
749 3 1654852
749 4 1784404
749 5 1052516
749 6 1347464
749 7 1605188
# 749 mean resident memory: 1403424.500000, balance: 0.521502
751 0 1372008
751 1 1089868
751 2 1328968
751 3 1654876
751 4 1790032
751 5 1052792
751 6 1356072
751 7 1605660
# 751 mean resident memory: 1406284.500000, balance: 0.524247
753 0 1378856
753 1 1089888
753 2 1334248
753 3 1655784
753 4 1792108
753 5 1052504
753 6 1359096
753 7 1604956
# 753 mean resident memory: 1408430.000000, balance: 0.525127
755 0 1386880
755 1 1088156
755 2 1336604
755 3 1656308
755 4 1801800
755 5 1052388
755 6 1364600
755 7 1605600
# 755 mean resident memory: 1411542.000000, balance: 0.530917
757 0 1397232
757 1 1079116
757 2 1343844
757 3 1652948
757 4 1805200
757 5 1043952
757 6 1365360
757 7 1605844
# 757 mean resident memory: 1411687.000000, balance: 0.539247
759 0 1399232
759 1 1079384
759 2 1348544
759 3 1651012
759 4 1807252
759 5 1046052
759 6 1365632
759 7 1609300
# 759 mean resident memory: 1413301.000000, balance: 0.538597
761 0 1401600
761 1 1079028
761 2 1352524
761 3 1649636
761 4 1814900
761 5 1044860
761 6 1374196
761 7 1609596
# 761 mean resident memory: 1415792.500000, balance: 0.543893
763 0 1403812
763 1 1079376
763 2 1356304
763 3 1648748
763 4 1814228
763 5 1043704
763 6 1373888
763 7 1610688
# 763 mean resident memory: 1416343.500000, balance: 0.544023
765 0 1402888
765 1 1079720
765 2 1355344
765 3 1646124
765 4 1821788
765 5 1043528
765 6 1369668
765 7 1610024
# 765 mean resident memory: 1416135.500000, balance: 0.549566
767 0 1404552
767 1 1076496
767 2 1362584
767 3 1646236
767 4 1817400
767 5 1041884
767 6 1371760
767 7 1607176
# 767 mean resident memory: 1416011.000000, balance: 0.547677
769 0 1416104
769 1 1075456
769 2 1368272
769 3 1645440
769 4 1818996
769 5 1041956
769 6 1378440
769 7 1606020
# 769 mean resident memory: 1418835.500000, balance: 0.547660
771 0 1422084
771 1 1074560
771 2 1376292
771 3 1643260
771 4 1831172
771 5 1042288
771 6 1390220
771 7 1606924
# 771 mean resident memory: 1423350.000000, balance: 0.554245
773 0 1421972
773 1 1075164
773 2 1374112
773 3 1642144
773 4 1811624
773 5 1042144
773 6 1393308
773 7 1607396
# 773 mean resident memory: 1420983.000000, balance: 0.541512
775 0 1430288
775 1 1075612
775 2 1375976
775 3 1640780
775 4 1827492
775 5 1042180
775 6 1400172
775 7 1612612
# 775 mean resident memory: 1425639.000000, balance: 0.550849
777 0 1425456
777 1 1074360
777 2 1375944
777 3 1637324
777 4 1831408
777 5 1042236
777 6 1403292
777 7 1614464
# 777 mean resident memory: 1425560.500000, balance: 0.553587
779 0 1433704
779 1 1075948
779 2 1375692
779 3 1638920
779 4 1832624
779 5 1042108
779 6 1405232
779 7 1617052
# 779 mean resident memory: 1427660.000000, balance: 0.553714
781 0 1440368
781 1 1098060
781 2 1378600
781 3 1649780
781 4 1838308
781 5 1062764
781 6 1403260
781 7 1609780
# 781 mean resident memory: 1435115.000000, balance: 0.540405
783 0 1452928
783 1 1099000
783 2 1383708
783 3 1662532
783 4 1848072
783 5 1068692
783 6 1409816
783 7 1635980
# 783 mean resident memory: 1445091.000000, balance: 0.539329
785 0 1470108
785 1 1100232
785 2 1393476
785 3 1659388
785 4 1859520
785 5 1074084
785 6 1420700
785 7 1633548
# 785 mean resident memory: 1451382.000000, balance: 0.541164
787 0 1484576
787 1 1106824
787 2 1398724
787 3 1659656
787 4 1863560
787 5 1077484
787 6 1428560
787 7 1639268
# 787 mean resident memory: 1457331.500000, balance: 0.539394
789 0 1482796
789 1 1102536
789 2 1397992
789 3 1659576
789 4 1866920
789 5 1075972
789 6 1432720
789 7 1638924
# 789 mean resident memory: 1457179.500000, balance: 0.542794
791 0 1487636
791 1 1114772
791 2 1402796
791 3 1666780
791 4 1878064
791 5 1080336
791 6 1436120
791 7 1643972
# 791 mean resident memory: 1463809.500000, balance: 0.544967
793 0 1490048
793 1 1108452
793 2 1405580
793 3 1671852
793 4 1880972
793 5 1076940
793 6 1434216
793 7 1647272
# 793 mean resident memory: 1464416.500000, balance: 0.549046
795 0 1486072
795 1 1110080
795 2 1411976
795 3 1668352
795 4 1887136
795 5 1083580
795 6 1437580
795 7 1647180
# 795 mean resident memory: 1466494.500000, balance: 0.547943
797 0 1484972
797 1 1111828
797 2 1413528
797 3 1671772
797 4 1882276
797 5 1090764
797 6 1441012
797 7 1651140
# 797 mean resident memory: 1468411.500000, balance: 0.539026
799 0 1483856
799 1 1107888
799 2 1418248
799 3 1676428
799 4 1883604
799 5 1088340
799 6 1446408
799 7 1651076
# 799 mean resident memory: 1469481.000000, balance: 0.541187
801 0 1487756
801 1 1118016
801 2 1419104
801 3 1676176
801 4 1887640
801 5 1090904
801 6 1451848
801 7 1647880
# 801 mean resident memory: 1472415.500000, balance: 0.541108
803 0 1500236
803 1 1114188
803 2 1419944
803 3 1677092
803 4 1892800
803 5 1089220
803 6 1461860
803 7 1648436
# 803 mean resident memory: 1475472.000000, balance: 0.544626
805 0 1512072
805 1 1125036
805 2 1421696
805 3 1680500
805 4 1896080
805 5 1102352
805 6 1463924
805 7 1657552
# 805 mean resident memory: 1482401.500000, balance: 0.535434
807 0 1516484
807 1 1126404
807 2 1425776
807 3 1684012
807 4 1903864
807 5 1101060
807 6 1463936
807 7 1657644
# 807 mean resident memory: 1484897.500000, balance: 0.540646
809 0 1523640
809 1 1136084
809 2 1435444
809 3 1677100
809 4 1904952
809 5 1111444
809 6 1468148
809 7 1654056
# 809 mean resident memory: 1488858.500000, balance: 0.532964
811 0 1524872
811 1 1135680
811 2 1435176
811 3 1678788
811 4 1909540
811 5 1110136
811 6 1469364
811 7 1653860
# 811 mean resident memory: 1489677.000000, balance: 0.536629
813 0 1528696
813 1 1129108
813 2 1437704
813 3 1672008
813 4 1907504
813 5 1112572
813 6 1470924
813 7 1662252
# 813 mean resident memory: 1490096.000000, balance: 0.533477
815 0 1529928
815 1 1145652
815 2 1432196
815 3 1671080
815 4 1912572
815 5 1124544
815 6 1469508
815 7 1663488
# 815 mean resident memory: 1493621.000000, balance: 0.527596
817 0 1533732
817 1 1144776
817 2 1429232
817 3 1666368
817 4 1915080
817 5 1120788
817 6 1469096
817 7 1664020
# 817 mean resident memory: 1492886.500000, balance: 0.532051
819 0 1532488
819 1 1154652
819 2 1383240
819 3 1671420
819 4 1913776
819 5 1132404
819 6 1416264
819 7 1661988
# 819 mean resident memory: 1483279.000000, balance: 0.526787
821 0 1536068
821 1 1150376
821 2 1387540
821 3 1669100
821 4 1908412
821 5 1128392
821 6 1412492
821 7 1657076
# 821 mean resident memory: 1481182.000000, balance: 0.526620
823 0 1542124
823 1 1148672
823 2 1389312
823 3 1664976
823 4 1912024
823 5 1124104
823 6 1414556
823 7 1657276
# 823 mean resident memory: 1481630.500000, balance: 0.531793
825 0 1545284
825 1 1156624
825 2 1387620
825 3 1670952
825 4 1914060
825 5 1134640
825 6 1415108
825 7 1665484
# 825 mean resident memory: 1486221.500000, balance: 0.524431
827 0 1544160
827 1 1157568
827 2 1394220
827 3 1667764
827 4 1917940
827 5 1137428
827 6 1420348
827 7 1662704
# 827 mean resident memory: 1487766.500000, balance: 0.524620
829 0 1542296
829 1 1162940
829 2 1396660
829 3 1677884
829 4 1916036
829 5 1138428
829 6 1421932
829 7 1657668
# 829 mean resident memory: 1489230.500000, balance: 0.522154
831 0 1542420
831 1 1187076
831 2 1395380
831 3 1669792
831 4 1916628
831 5 1169292
831 6 1422060
831 7 1665008
# 831 mean resident memory: 1495957.000000, balance: 0.499571
833 0 1542752
833 1 1187788
833 2 1399128
833 3 1669600
833 4 1916016
833 5 1173180
833 6 1424112
833 7 1661400
# 833 mean resident memory: 1496747.000000, balance: 0.496300
835 0 1546796
835 1 1197644
835 2 1404900
835 3 1676772
835 4 1916288
835 5 1183600
835 6 1423296
835 7 1676052
# 835 mean resident memory: 1503168.500000, balance: 0.487429
837 0 1550640
837 1 1204712
837 2 1410488
837 3 1687884
837 4 1925960
837 5 1187160
837 6 1426440
837 7 1677916
# 837 mean resident memory: 1508900.000000, balance: 0.489628
839 0 1556608
839 1 1211776
839 2 1411024
839 3 1690300
839 4 1926500
839 5 1191780
839 6 1427296
839 7 1683580
# 839 mean resident memory: 1512358.000000, balance: 0.485811
841 0 1562964
841 1 1218616
841 2 1416032
841 3 1686300
841 4 1936460
841 5 1202100
841 6 1432600
841 7 1689880
# 841 mean resident memory: 1518119.000000, balance: 0.483730
843 0 1562668
843 1 1216276
843 2 1419392
843 3 1690796
843 4 1941676
843 5 1204732
843 6 1432680
843 7 1689416
# 843 mean resident memory: 1519704.500000, balance: 0.484926
845 0 1563672
845 1 1224780
845 2 1421816
845 3 1690252
845 4 1947408
845 5 1206992
845 6 1432680
845 7 1687088
# 845 mean resident memory: 1521836.000000, balance: 0.486528
847 0 1568128
847 1 1223220
847 2 1425856
847 3 1693360
847 4 1950272
847 5 1209048
847 6 1434216
847 7 1685924
# 847 mean resident memory: 1523753.000000, balance: 0.486446
849 0 1570904
849 1 1170252
849 2 1431452
849 3 1678760
849 4 1952572
849 5 1153204
849 6 1440012
849 7 1671812
# 849 mean resident memory: 1508621.000000, balance: 0.529867
851 0 1577000
851 1 1165556
851 2 1427056
851 3 1680596
851 4 1956524
851 5 1151772
851 6 1447032
851 7 1677012
# 851 mean resident memory: 1510318.500000, balance: 0.532836
853 0 1575904
853 1 1169792
853 2 1434216
853 3 1673280
853 4 1954952
853 5 1154968
853 6 1449540
853 7 1672660
# 853 mean resident memory: 1510664.000000, balance: 0.529558
855 0 1575932
855 1 1169572
855 2 1436352
855 3 1671040
855 4 1958964
855 5 1157704
855 6 1450664
855 7 1673716
# 855 mean resident memory: 1511743.000000, balance: 0.530024
859 0 1574216
859 1 1171504
859 2 1436680
859 3 1666816
859 4 1959720
859 5 1163772
859 6 1456600
859 7 1677728
# 859 mean resident memory: 1513379.500000, balance: 0.525941
863 0 1569516
863 1 1171964
863 2 1437724
863 3 1666924
863 4 1961756
863 5 1164640
863 6 1457884
863 7 1675756
# 863 mean resident memory: 1513270.500000, balance: 0.526751
867 0 1569452
867 1 1174764
867 2 1439532
867 3 1665088
867 4 1966336
867 5 1167160
867 6 1460716
867 7 1676584
# 867 mean resident memory: 1514954.000000, balance: 0.527525
871 0 1567640
871 1 1188992
871 2 1439560
871 3 1663092
871 4 1964552
871 5 1170752
871 6 1461828
871 7 1677756
# 871 mean resident memory: 1516771.500000, balance: 0.523348
875 0 1566924
875 1 1187548
875 2 1445252
875 3 1665244
875 4 1964384
875 5 1170996
875 6 1466452
875 7 1680004
# 875 mean resident memory: 1518350.500000, balance: 0.522533
879 0 1571564
879 1 1192212
879 2 1451604
879 3 1665688
879 4 1962884
879 5 1175336
879 6 1471672
879 7 1683564
# 879 mean resident memory: 1521815.500000, balance: 0.517506
883 0 1573532
883 1 1196868
883 2 1458860
883 3 1665876
883 4 1964736
883 5 1180240
883 6 1476244
883 7 1681528
# 883 mean resident memory: 1524735.500000, balance: 0.514513
887 0 1573876
887 1 1200048
887 2 1462588
887 3 1663592
887 4 1966408
887 5 1181780
887 6 1478708
887 7 1683508
# 887 mean resident memory: 1526313.500000, balance: 0.514067
891 0 1574408
891 1 1204904
891 2 1466400
891 3 1663684
891 4 1966016
891 5 1182152
891 6 1483600
891 7 1688592
# 891 mean resident memory: 1528719.500000, balance: 0.512759
895 0 1576476
895 1 1210928
895 2 1468812
895 3 1665796
895 4 1968032
895 5 1183484
895 6 1440196
895 7 1687904
# 895 mean resident memory: 1525203.500000, balance: 0.514389
899 0 1574568
899 1 1214036
899 2 1471648
899 3 1665796
899 4 1968444
899 5 1190492
899 6 1440188
899 7 1688472
# 899 mean resident memory: 1526705.500000, balance: 0.509563
903 0 1575296
903 1 1217040
903 2 1471608
903 3 1664632
903 4 1963720
903 5 1189044
903 6 1440192
903 7 1690376
# 903 mean resident memory: 1526488.500000, balance: 0.507489
907 0 1575428
907 1 1222720
907 2 1474720
907 3 1664680
907 4 1967712
907 5 1197648
907 6 1440292
907 7 1691096
# 907 mean resident memory: 1529287.000000, balance: 0.503544
911 0 1578996
911 1 1224376
911 2 1474596
911 3 1667944
911 4 1968476
911 5 1199380
911 6 1441584
911 7 1691596
# 911 mean resident memory: 1530868.500000, balance: 0.502392
915 0 1579208
915 1 1226816
915 2 1471196
915 3 1665912
915 4 1968608
915 5 1203724
915 6 1437488
915 7 1686072
# 915 mean resident memory: 1529878.000000, balance: 0.499964
919 0 1579148
919 1 1230244
919 2 1470820
919 3 1669896
919 4 1973404
919 5 1205396
919 6 1436352
919 7 1690112
# 919 mean resident memory: 1531921.500000, balance: 0.501336
923 0 1592540
923 1 1236640
923 2 1472356
923 3 1669976
923 4 1992856
923 5 1198988
923 6 1441132
923 7 1692780
# 923 mean resident memory: 1537158.500000, balance: 0.516452
927 0 1596432
927 1 1242620
927 2 1472884
927 3 1672128
927 4 2001180
927 5 1203568
927 6 1439736
927 7 1694908
# 927 mean resident memory: 1540432.000000, balance: 0.517785
931 0 1605656
931 1 1246208
931 2 1472644
931 3 1672516
931 4 2011392
931 5 1204340
931 6 1444004
931 7 1695180
# 931 mean resident memory: 1543992.500000, balance: 0.522705
935 0 1605152
935 1 1252356
935 2 1474412
935 3 1672424
935 4 2014896
935 5 1209172
935 6 1437816
935 7 1691492
# 935 mean resident memory: 1544715.000000, balance: 0.521600
939 0 1608404
939 1 1252968
939 2 1476740
939 3 1672520
939 4 2020452
939 5 1209168
939 6 1436292
939 7 1694148
# 939 mean resident memory: 1546336.500000, balance: 0.524649
943 0 1616064
943 1 1256072
943 2 1477392
943 3 1678112
943 4 2023856
943 5 1208360
943 6 1437280
943 7 1696712
# 943 mean resident memory: 1549231.000000, balance: 0.526388
947 0 1623060
947 1 1262980
947 2 1477552
947 3 1684460
947 4 2038336
947 5 1216764
947 6 1433692
947 7 1702072
# 947 mean resident memory: 1554864.500000, balance: 0.528388
951 0 1621224
951 1 1266312
951 2 1477420
951 3 1687828
951 4 2038892
951 5 1216992
951 6 1428576
951 7 1704968
# 951 mean resident memory: 1555276.500000, balance: 0.528459
955 0 1629912
955 1 1269544
955 2 1479600
955 3 1691652
955 4 2040792
955 5 1220256
955 6 1428392
955 7 1713284
# 955 mean resident memory: 1559179.000000, balance: 0.526262
959 0 1636944
959 1 1271988
959 2 1483448
959 3 1691568
959 4 2043172
959 5 1223312
959 6 1428588
959 7 1711856
# 959 mean resident memory: 1561359.500000, balance: 0.525094
963 0 1644340
963 1 1261620
963 2 1479984
963 3 1698096
963 4 2046172
963 5 1223640
963 6 1428372
963 7 1714812
# 963 mean resident memory: 1562129.500000, balance: 0.526545
967 0 1523220
967 1 1119640
967 2 1362016
967 3 1594556
967 4 1916156
967 5 1071372
967 6 1298712
967 7 1586016
# 967 mean resident memory: 1433961.000000, balance: 0.589126
971 0 1633304
971 1 1269984
971 2 1479848
971 3 1705532
971 4 2029024
971 5 1218688
971 6 1431388
971 7 1721852
# 971 mean resident memory: 1561202.500000, balance: 0.519046
975 0 1632096
975 1 1274672
975 2 1477920
975 3 1709256
975 4 2024736
975 5 1220912
975 6 1431500
975 7 1725052
# 975 mean resident memory: 1562018.000000, balance: 0.514606
979 0 1630188
979 1 1279980
979 2 1477892
979 3 1715808
979 4 2024692
979 5 1221036
979 6 1431696
979 7 1727008
# 979 mean resident memory: 1563537.500000, balance: 0.513999
983 0 1628880
983 1 1280308
983 2 1479656
983 3 1717984
983 4 2024996
983 5 1222756
983 6 1431600
983 7 1730536
# 983 mean resident memory: 1564589.500000, balance: 0.512748
987 0 1627436
987 1 1281432
987 2 1480172
987 3 1721620
987 4 2023064
987 5 1223064
987 6 1431820
987 7 1736248
# 987 mean resident memory: 1565607.000000, balance: 0.510984
991 0 1627440
991 1 1282672
991 2 1480220
991 3 1732568
991 4 2022424
991 5 1221024
991 6 1430360
991 7 1740160
# 991 mean resident memory: 1567108.500000, balance: 0.511388
995 0 1624584
995 1 1286124
995 2 1479676
995 3 1736908
995 4 2021732
995 5 1221540
995 6 1427664
995 7 1745704
# 995 mean resident memory: 1567991.500000, balance: 0.510329
999 0 1620352
999 1 1289752
999 2 1480076
999 3 1741364
999 4 2021396
999 5 1225688
999 6 1428396
999 7 1746032
# 999 mean resident memory: 1569132.000000, balance: 0.507101
1003 0 1618876
1003 1 1292420
1003 2 1509228
1003 3 1745124
1003 4 2022688
1003 5 1230852
1003 6 1446164
1003 7 1751564
# 1003 mean resident memory: 1577114.500000, balance: 0.502079
1007 0 1618876
1007 1 1296928
1007 2 1511072
