# step rank user sys sum deadfrac
525 1 185.000000 84.000000 269.000000 0.785911
525 2 223.000000 84.000000 307.000000 0.763444
525 3 574.000000 70.000000 644.000000 0.548814
525 4 537.000000 70.000000 607.000000 0.571149
525 5 204.000000 85.000000 289.000000 0.778598
525 6 226.000000 81.000000 307.000000 0.761829
525 7 552.000000 76.000000 628.000000 0.565594
# 525 mean times: 365.125000 78.250000 443.375000
# 525 balance: 1.065389, expected: 0.100000 (sys: 0.191693, total: 0.845785)
527 0 415.000000 91.000000 506.000000 0.610999
527 1 192.000000 89.000000 281.000000 0.788280
527 2 222.000000 87.000000 309.000000 0.767868
527 3 544.000000 81.000000 625.000000 0.577865
527 4 460.000000 73.000000 533.000000 0.582212
527 5 200.000000 83.000000 283.000000 0.783738
527 6 231.000000 81.000000 312.000000 0.764811
527 7 554.000000 80.000000 634.000000 0.572769
# 527 mean times: 352.250000 83.125000 435.375000
# 527 balance: 1.027679, expected: 0.100000 (sys: 0.216541, total: 0.810795)
529 0 478.000000 85.000000 563.000000 0.611277
529 1 186.000000 87.000000 273.000000 0.780447
529 2 221.000000 85.000000 306.000000 0.760141
529 3 532.000000 78.000000 610.000000 0.574160
529 4 537.000000 76.000000 613.000000 0.568077
529 5 199.000000 86.000000 285.000000 0.776625
529 6 212.000000 86.000000 298.000000 0.758342
529 7 562.000000 76.000000 638.000000 0.558178
# 529 mean times: 365.875000 82.375000 448.250000
# 529 balance: 1.027673, expected: 0.100000 (sys: 0.133536, total: 0.814278)
531 0 474.000000 73.000000 547.000000 0.601163
531 1 189.000000 77.000000 266.000000 0.775380
531 2 212.000000 79.000000 291.000000 0.752511
531 3 520.000000 74.000000 594.000000 0.561707
531 4 441.000000 72.000000 513.000000 0.556763
531 5 194.000000 75.000000 269.000000 0.770236
531 6 214.000000 78.000000 292.000000 0.754192
531 7 533.000000 74.000000 607.000000 0.556379
# 531 mean times: 347.125000 75.250000 422.375000
# 531 balance: 0.990997, expected: 0.100000 (sys: 0.093023, total: 0.807339)
533 0 487.000000 83.000000 570.000000 0.618605
533 1 197.000000 89.000000 286.000000 0.788490
533 2 226.000000 87.000000 313.000000 0.769722
533 3 533.000000 82.000000 615.000000 0.586180
533 4 464.000000 77.000000 541.000000 0.590550
533 5 208.000000 82.000000 290.000000 0.786068
533 6 218.000000 87.000000 305.000000 0.771542
533 7 514.000000 80.000000 594.000000 0.569547
# 533 mean times: 355.875000 83.375000 439.250000
# 533 balance: 0.944152, expected: 0.100000 (sys: 0.143928, total: 0.749004)
535 0 480.000000 83.000000 563.000000 0.605355
535 1 178.000000 85.000000 263.000000 0.780756
535 2 219.000000 83.000000 302.000000 0.758096
535 3 543.000000 79.000000 622.000000 0.566086
535 4 445.000000 74.000000 519.000000 0.580057
535 5 198.000000 84.000000 282.000000 0.775343
535 6 212.000000 83.000000 295.000000 0.761996
535 7 551.000000 78.000000 629.000000 0.564883
# 535 mean times: 353.250000 81.125000 434.375000
# 535 balance: 1.055909, expected: 0.100000 (sys: 0.135593, total: 0.842590)
537 0 476.000000 88.000000 564.000000 0.623845
537 1 197.000000 84.000000 281.000000 0.784952
537 2 235.000000 82.000000 317.000000 0.763449
537 3 564.000000 81.000000 645.000000 0.576348
537 4 533.000000 72.000000 605.000000 0.584257
537 5 207.000000 83.000000 290.000000 0.780021
537 6 244.000000 84.000000 328.000000 0.760701
537 7 565.000000 84.000000 649.000000 0.566187
# 537 mean times: 377.625000 82.250000 459.875000
# 537 balance: 0.974512, expected: 0.100000 (sys: 0.194529, total: 0.800217)
539 0 480.000000 78.000000 558.000000 0.599405
539 1 174.000000 85.000000 259.000000 0.777888
539 2 212.000000 77.000000 289.000000 0.755439
539 3 535.000000 76.000000 611.000000 0.553751
539 4 504.000000 80.000000 584.000000 0.572221
539 5 187.000000 79.000000 266.000000 0.775084
539 6 215.000000 85.000000 300.000000 0.751832
539 7 541.000000 79.000000 620.000000 0.548064
# 539 mean times: 356.000000 79.875000 435.875000
# 539 balance: 1.030899, expected: 0.100000 (sys: 0.112676, total: 0.828219)
541 0 409.000000 82.000000 491.000000 0.596898
541 1 189.000000 75.000000 264.000000 0.777645
541 2 219.000000 79.000000 298.000000 0.755167
541 3 527.000000 80.000000 607.000000 0.563439
541 4 517.000000 72.000000 589.000000 0.569829
541 5 197.000000 78.000000 275.000000 0.774884
541 6 223.000000 79.000000 302.000000 0.753907
541 7 560.000000 79.000000 639.000000 0.544426
# 541 mean times: 355.125000 78.000000 433.125000
# 541 balance: 1.044703, expected: 0.100000 (sys: 0.128205, total: 0.865801)
543 0 463.000000 85.000000 548.000000 0.612018
543 1 183.000000 90.000000 273.000000 0.781596
543 2 221.000000 78.000000 299.000000 0.764117
543 3 548.000000 81.000000 629.000000 0.569702
543 4 519.000000 69.000000 588.000000 0.586413
543 5 196.000000 81.000000 277.000000 0.779377
543 6 214.000000 81.000000 295.000000 0.762181
543 7 540.000000 77.000000 617.000000 0.574341
# 543 mean times: 360.500000 80.250000 440.750000
# 543 balance: 1.012483, expected: 0.100000 (sys: 0.261682, total: 0.807714)
545 0 413.000000 79.000000 492.000000 0.614487
545 1 182.000000 89.000000 271.000000 0.785092
545 2 222.000000 82.000000 304.000000 0.767207
545 3 554.000000 76.000000 630.000000 0.560753
545 4 472.000000 71.000000 543.000000 0.569094
545 5 196.000000 87.000000 283.000000 0.780322
545 6 230.000000 81.000000 311.000000 0.763647
545 7 552.000000 81.000000 633.000000 0.564927
# 545 mean times: 352.625000 80.750000 433.375000
# 545 balance: 1.054945, expected: 0.100000 (sys: 0.222910, total: 0.835304)
547 0 411.000000 80.000000 491.000000 0.201367
547 1 180.000000 76.000000 256.000000 0.265781
547 2 203.000000 81.000000 284.000000 0.259806
547 3 483.000000 74.000000 557.000000 0.189377
547 4 494.000000 72.000000 566.000000 0.195229
547 5 179.000000 85.000000 264.000000 0.264362
547 6 207.000000 81.000000 288.000000 0.257306
547 7 463.000000 70.000000 533.000000 0.191992
# 547 mean times: 327.500000 77.375000 404.875000
# 547 balance: 0.961832, expected: 0.100000 (sys: 0.193861, total: 0.765668)
549 0 461.000000 81.000000 542.000000 0.594018
549 1 180.000000 80.000000 260.000000 0.769931
549 2 206.000000 77.000000 283.000000 0.751327
549 3 561.000000 65.000000 626.000000 0.521932
549 4 424.000000 67.000000 491.000000 0.577228
549 5 186.000000 82.000000 268.000000 0.764781
549 6 220.000000 76.000000 296.000000 0.746652
549 7 553.000000 73.000000 626.000000 0.535156
# 549 mean times: 348.875000 75.125000 424.000000
# 549 balance: 1.092082, expected: 0.100000 (sys: 0.226290, total: 0.863208)
551 0 415.000000 77.000000 492.000000 0.600060
551 1 170.000000 92.000000 262.000000 0.772118
551 2 214.000000 78.000000 292.000000 0.753497
551 3 547.000000 78.000000 625.000000 0.569426
551 4 443.000000 73.000000 516.000000 0.568055
551 5 200.000000 82.000000 282.000000 0.766147
551 6 208.000000 85.000000 293.000000 0.754460
551 7 475.000000 72.000000 547.000000 0.564974
# 551 mean times: 334.000000 79.625000 413.625000
# 551 balance: 1.128743, expected: 0.100000 (sys: 0.251177, total: 0.877607)
553 0 475.000000 72.000000 547.000000 0.596571
553 1 196.000000 77.000000 273.000000 0.773125
553 2 210.000000 80.000000 290.000000 0.753866
553 3 494.000000 74.000000 568.000000 0.551412
553 4 520.000000 76.000000 596.000000 0.566181
553 5 206.000000 76.000000 282.000000 0.768522
553 6 224.000000 78.000000 302.000000 0.752733
553 7 479.000000 73.000000 552.000000 0.555780
# 553 mean times: 350.500000 75.750000 426.250000
# 553 balance: 0.924394, expected: 0.100000 (sys: 0.105611, total: 0.757771)
555 0 416.000000 75.000000 491.000000 0.614475
555 1 199.000000 75.000000 274.000000 0.782670
555 2 226.000000 75.000000 301.000000 0.763094
555 3 541.000000 76.000000 617.000000 0.570714
555 4 520.000000 77.000000 597.000000 0.589931
555 5 213.000000 79.000000 292.000000 0.777409
555 6 225.000000 83.000000 308.000000 0.762400
555 7 537.000000 73.000000 610.000000 0.577729
# 555 mean times: 359.625000 76.625000 436.250000
# 555 balance: 0.950991, expected: 0.100000 (sys: 0.130506, total: 0.786246)
557 0 497.000000 81.000000 578.000000 0.615925
557 1 204.000000 80.000000 284.000000 0.788755
557 2 233.000000 82.000000 315.000000 0.772450
557 3 560.000000 77.000000 637.000000 0.581756
557 4 519.000000 77.000000 596.000000 0.594865
557 5 193.000000 97.000000 290.000000 0.783831
557 6 227.000000 82.000000 309.000000 0.769276
557 7 563.000000 80.000000 643.000000 0.578559
# 557 mean times: 374.500000 82.000000 456.500000
# 557 balance: 0.987984, expected: 0.100000 (sys: 0.243902, total: 0.786418)
559 0 388.000000 76.000000 464.000000 0.588826
559 1 167.000000 84.000000 251.000000 0.766478
559 2 204.000000 77.000000 281.000000 0.745733
559 3 552.000000 77.000000 629.000000 0.534935
559 4 432.000000 67.000000 499.000000 0.562686
559 5 185.000000 74.000000 259.000000 0.762803
559 6 206.000000 74.000000 280.000000 0.750860
559 7 539.000000 69.000000 608.000000 0.538302
# 559 mean times: 334.125000 74.750000 408.875000
# 559 balance: 1.152263, expected: 0.100000 (sys: 0.227425, total: 0.924488)
561 0 467.000000 84.000000 551.000000 0.597189
561 1 182.000000 84.000000 266.000000 0.776211
561 2 224.000000 73.000000 297.000000 0.755991
561 3 545.000000 78.000000 623.000000 0.554261
561 4 521.000000 74.000000 595.000000 0.573247
561 5 200.000000 77.000000 277.000000 0.768537
561 6 223.000000 77.000000 300.000000 0.757263
561 7 536.000000 84.000000 620.000000 0.560717
# 561 mean times: 362.250000 78.875000 441.125000
# 561 balance: 1.002070, expected: 0.100000 (sys: 0.139461, total: 0.809294)
563 0 479.000000 80.000000 559.000000 0.618892
563 1 187.000000 86.000000 273.000000 0.787903
563 2 214.000000 88.000000 302.000000 0.767775
563 3 560.000000 83.000000 643.000000 0.557764
563 4 524.000000 78.000000 602.000000 0.583760
563 5 196.000000 90.000000 286.000000 0.781157
563 6 222.000000 88.000000 310.000000 0.769183
563 7 553.000000 89.000000 642.000000 0.569355
# 563 mean times: 366.875000 85.250000 452.125000
# 563 balance: 1.016695, expected: 0.100000 (sys: 0.140762, total: 0.818358)
565 0 425.000000 92.000000 517.000000 0.614819
565 1 199.000000 84.000000 283.000000 0.788979
565 2 226.000000 90.000000 316.000000 0.767878
565 3 538.000000 78.000000 616.000000 0.587019
565 4 527.000000 80.000000 607.000000 0.589908
565 5 207.000000 85.000000 292.000000 0.785905
565 6 221.000000 89.000000 310.000000 0.769899
565 7 561.000000 83.000000 644.000000 0.581161
# 565 mean times: 363.000000 85.125000 448.125000
# 565 balance: 0.997245, expected: 0.100000 (sys: 0.164464, total: 0.805579)
567 0 411.000000 79.000000 490.000000 0.593224
567 1 169.000000 87.000000 256.000000 0.771502
567 2 216.000000 81.000000 297.000000 0.754441
567 3 564.000000 77.000000 641.000000 0.537898
567 4 509.000000 74.000000 583.000000 0.559752
567 5 193.000000 83.000000 276.000000 0.766049
567 6 209.000000 81.000000 290.000000 0.754225
567 7 487.000000 73.000000 560.000000 0.555071
# 567 mean times: 344.750000 79.375000 424.125000
# 567 balance: 1.145758, expected: 0.100000 (sys: 0.176378, total: 0.907751)
569 0 473.000000 81.000000 554.000000 0.616025
569 1 174.000000 96.000000 270.000000 0.782959
569 2 233.000000 80.000000 313.000000 0.755671
569 3 495.000000 81.000000 576.000000 0.567329
569 4 524.000000 73.000000 597.000000 0.582133
569 5 199.000000 80.000000 279.000000 0.781249
569 6 227.000000 78.000000 305.000000 0.765179
569 7 562.000000 72.000000 634.000000 0.566779
# 569 mean times: 360.875000 80.125000 441.000000
# 569 balance: 1.075165, expected: 0.100000 (sys: 0.299532, total: 0.825397)
571 0 468.000000 85.000000 553.000000 0.605559
571 1 177.000000 89.000000 266.000000 0.781263
571 2 219.000000 77.000000 296.000000 0.764284
571 3 520.000000 78.000000 598.000000 0.549216
571 4 512.000000 77.000000 589.000000 0.572597
571 5 195.000000 83.000000 278.000000 0.777272
571 6 213.000000 79.000000 292.000000 0.760501
571 7 544.000000 82.000000 626.000000 0.570727
# 571 mean times: 356.000000 81.250000 437.250000
# 571 balance: 1.030899, expected: 0.100000 (sys: 0.147692, total: 0.823328)
573 0 471.000000 78.000000 549.000000 0.601679
573 1 178.000000 87.000000 265.000000 0.774942
573 2 219.000000 81.000000 300.000000 0.755451
573 3 543.000000 79.000000 622.000000 0.544217
573 4 431.000000 70.000000 501.000000 0.572259
573 5 188.000000 81.000000 269.000000 0.771666
573 6 206.000000 81.000000 287.000000 0.755321
573 7 540.000000 74.000000 614.000000 0.563628
# 573 mean times: 347.000000 78.875000 425.875000
# 573 balance: 1.051873, expected: 0.100000 (sys: 0.215531, total: 0.838274)
575 0 398.000000 75.000000 473.000000 0.592039
575 1 185.000000 81.000000 266.000000 0.763542
575 2 222.000000 74.000000 296.000000 0.747709
575 3 496.000000 79.000000 575.000000 0.537697
575 4 441.000000 73.000000 514.000000 0.550769
575 5 183.000000 82.000000 265.000000 0.762745
575 6 204.000000 79.000000 283.000000 0.749295
575 7 522.000000 73.000000 595.000000 0.557764
# 575 mean times: 331.375000 77.000000 408.375000
# 575 balance: 1.023010, expected: 0.100000 (sys: 0.116883, total: 0.808081)
577 0 476.000000 81.000000 557.000000 0.601072
577 1 183.000000 84.000000 267.000000 0.778098
577 2 222.000000 79.000000 301.000000 0.757866
577 3 467.000000 75.000000 542.000000 0.568582
577 4 497.000000 71.000000 568.000000 0.587462
577 5 192.000000 79.000000 271.000000 0.773959
577 6 222.000000 76.000000 298.000000 0.755735
577 7 537.000000 77.000000 614.000000 0.564800
# 577 mean times: 349.500000 77.750000 427.250000
# 577 balance: 1.012876, expected: 0.100000 (sys: 0.167203, total: 0.812171)
579 0 403.000000 76.000000 479.000000 0.586521
579 1 170.000000 87.000000 257.000000 0.767732
579 2 212.000000 78.000000 290.000000 0.748282
579 3 481.000000 72.000000 553.000000 0.543070
579 4 490.000000 72.000000 562.000000 0.559327
579 5 181.000000 78.000000 259.000000 0.762916
579 6 210.000000 77.000000 287.000000 0.749297
579 7 550.000000 76.000000 626.000000 0.538502
# 579 mean times: 337.125000 77.000000 414.125000
# 579 balance: 1.127178, expected: 0.100000 (sys: 0.194805, total: 0.891035)
581 0 411.000000 81.000000 492.000000 0.604653
581 1 169.000000 92.000000 261.000000 0.782109
581 2 231.000000 79.000000 310.000000 0.750942
581 3 494.000000 80.000000 574.000000 0.561796
581 4 526.000000 74.000000 600.000000 0.577674
581 5 184.000000 85.000000 269.000000 0.780123
581 6 217.000000 88.000000 305.000000 0.756494
581 7 495.000000 78.000000 573.000000 0.559287
# 581 mean times: 340.875000 82.125000 423.000000
# 581 balance: 1.047305, expected: 0.100000 (sys: 0.219178, total: 0.801418)
583 0 472.000000 77.000000 549.000000 0.589286
583 1 172.000000 84.000000 256.000000 0.773439
583 2 211.000000 76.000000 287.000000 0.750950
583 3 541.000000 75.000000 616.000000 0.553900
583 4 505.000000 77.000000 582.000000 0.569878
583 5 180.000000 76.000000 256.000000 0.772621
583 6 213.000000 82.000000 295.000000 0.746636
583 7 520.000000 68.000000 588.000000 0.563507
# 583 mean times: 351.750000 76.875000 428.625000
# 583 balance: 1.049041, expected: 0.100000 (sys: 0.208130, total: 0.839895)
585 0 417.000000 80.000000 497.000000 0.574946
585 1 148.000000 94.000000 242.000000 0.768442
585 2 204.000000 77.000000 281.000000 0.746246
585 3 547.000000 76.000000 623.000000 0.533174
585 4 518.000000 73.000000 591.000000 0.539656
585 5 175.000000 82.000000 257.000000 0.766983
585 6 217.000000 78.000000 295.000000 0.744736
585 7 519.000000 75.000000 594.000000 0.552198
# 585 mean times: 343.125000 79.375000 422.500000
# 585 balance: 1.162842, expected: 0.100000 (sys: 0.264567, total: 0.901775)
587 0 405.000000 89.000000 494.000000 0.603650
587 1 175.000000 84.000000 259.000000 0.781515
587 2 219.000000 79.000000 298.000000 0.756666
587 3 467.000000 74.000000 541.000000 0.571799
587 4 525.000000 77.000000 602.000000 0.568946
587 5 186.000000 80.000000 266.000000 0.782072
587 6 218.000000 83.000000 301.000000 0.759911
587 7 542.000000 78.000000 620.000000 0.567735
# 587 mean times: 342.125000 80.500000 422.625000
# 587 balance: 1.072707, expected: 0.100000 (sys: 0.186335, total: 0.854185)
589 0 473.000000 78.000000 551.000000 0.604466
589 1 187.000000 77.000000 264.000000 0.782862
589 2 223.000000 83.000000 306.000000 0.757817
589 3 525.000000 79.000000 604.000000 0.571361
589 4 525.000000 73.000000 598.000000 0.569749
589 5 196.000000 74.000000 270.000000 0.779491
589 6 217.000000 77.000000 294.000000 0.756833
589 7 455.000000 72.000000 527.000000 0.575494
# 589 mean times: 350.125000 76.625000 426.750000
# 589 balance: 0.965370, expected: 0.100000 (sys: 0.143556, total: 0.796719)
591 0 483.000000 76.000000 559.000000 0.598358
591 1 175.000000 83.000000 258.000000 0.780808
591 2 217.000000 80.000000 297.000000 0.757692
591 3 467.000000 73.000000 540.000000 0.566578
591 4 527.000000 71.000000 598.000000 0.559343
591 5 188.000000 81.000000 269.000000 0.776500
591 6 216.000000 81.000000 297.000000 0.756883
591 7 548.000000 77.000000 625.000000 0.560068
# 591 mean times: 352.625000 77.750000 430.375000
# 591 balance: 1.057781, expected: 0.100000 (sys: 0.154341, total: 0.852745)
593 0 418.000000 77.000000 495.000000 0.620954
593 1 173.000000 87.000000 260.000000 0.814658
593 2 216.000000 87.000000 303.000000 0.788809
593 3 465.000000 74.000000 539.000000 0.585661
593 4 501.000000 76.000000 577.000000 0.603051
593 5 182.000000 82.000000 264.000000 0.812524
593 6 218.000000 80.000000 298.000000 0.789615
593 7 550.000000 74.000000 624.000000 0.581627
# 593 mean times: 340.375000 79.625000 420.000000
# 593 balance: 1.107602, expected: 0.100000 (sys: 0.163265, total: 0.866667)
595 0 479.000000 81.000000 560.000000 0.602852
595 1 182.000000 84.000000 266.000000 0.781636
595 2 225.000000 85.000000 310.000000 0.754406
595 3 552.000000 79.000000 631.000000 0.546361
595 4 500.000000 77.000000 577.000000 0.572793
595 5 185.000000 80.000000 265.000000 0.767323
595 6 219.000000 88.000000 307.000000 0.757406
595 7 557.000000 77.000000 634.000000 0.560557
# 595 mean times: 362.375000 81.375000 443.750000
# 595 balance: 1.034840, expected: 0.100000 (sys: 0.135177, total: 0.831549)
597 0 420.000000 81.000000 501.000000 0.588987
597 1 174.000000 77.000000 251.000000 0.781101
597 2 210.000000 78.000000 288.000000 0.756966
597 3 461.000000 75.000000 536.000000 0.557534
597 4 531.000000 81.000000 612.000000 0.554727
597 5 176.000000 83.000000 259.000000 0.772648
597 6 213.000000 81.000000 294.000000 0.752977
597 7 542.000000 73.000000 615.000000 0.561530
# 597 mean times: 340.875000 78.625000 419.500000
# 597 balance: 1.079575, expected: 0.100000 (sys: 0.127186, total: 0.867700)
599 0 467.000000 79.000000 546.000000 0.602445
599 1 156.000000 87.000000 243.000000 0.782870
599 2 214.000000 82.000000 296.000000 0.752206
599 3 549.000000 74.000000 623.000000 0.546884
599 4 488.000000 78.000000 566.000000 0.582814
599 5 179.000000 83.000000 262.000000 0.779152
599 6 199.000000 83.000000 282.000000 0.757386
599 7 516.000000 80.000000 596.000000 0.575582
# 599 mean times: 346.000000 80.750000 426.750000
# 599 balance: 1.135838, expected: 0.100000 (sys: 0.160991, total: 0.890451)
601 0 410.000000 78.000000 488.000000 0.594454
601 1 171.000000 85.000000 256.000000 0.777801
601 2 221.000000 79.000000 300.000000 0.750234
601 3 485.000000 69.000000 554.000000 0.559760
601 4 526.000000 79.000000 605.000000 0.560497
601 5 194.000000 81.000000 275.000000 0.773195
601 6 208.000000 85.000000 293.000000 0.750788
601 7 515.000000 76.000000 591.000000 0.569914
# 601 mean times: 341.250000 79.000000 420.250000
# 601 balance: 1.040293, expected: 0.100000 (sys: 0.202532, total: 0.830458)
603 0 423.000000 77.000000 500.000000 0.603423
603 1 181.000000 83.000000 264.000000 0.789260
603 2 221.000000 83.000000 304.000000 0.765426
603 3 547.000000 82.000000 629.000000 0.559368
603 4 507.000000 76.000000 583.000000 0.576048
603 5 188.000000 86.000000 274.000000 0.784927
603 6 198.000000 95.000000 293.000000 0.767922
603 7 534.000000 72.000000 606.000000 0.574934
# 603 mean times: 349.875000 81.750000 431.625000
# 603 balance: 1.046088, expected: 0.100000 (sys: 0.281346, total: 0.845641)
605 0 474.000000 85.000000 559.000000 0.585501
605 1 172.000000 80.000000 252.000000 0.779839
605 2 211.000000 83.000000 294.000000 0.754824
605 3 543.000000 68.000000 611.000000 0.559886
605 4 457.000000 75.000000 532.000000 0.552265
605 5 190.000000 87.000000 277.000000 0.773576
605 6 211.000000 81.000000 292.000000 0.753198
605 7 555.000000 75.000000 630.000000 0.548572
# 605 mean times: 351.625000 79.250000 430.875000
# 605 balance: 1.089229, expected: 0.100000 (sys: 0.239748, total: 0.877285)
607 0 470.000000 76.000000 546.000000 0.584988
607 1 154.000000 89.000000 243.000000 0.775983
607 2 210.000000 74.000000 284.000000 0.751850
607 3 544.000000 74.000000 618.000000 0.547685
607 4 505.000000 74.000000 579.000000 0.556852
607 5 177.000000 80.000000 257.000000 0.770001
607 6 204.000000 81.000000 285.000000 0.747516
607 7 546.000000 72.000000 618.000000 0.548963
# 607 mean times: 351.250000 77.500000 428.750000
# 607 balance: 1.116014, expected: 0.100000 (sys: 0.219355, total: 0.874636)
609 0 483.000000 81.000000 564.000000 0.613402
609 1 180.000000 88.000000 268.000000 0.785641
609 2 240.000000 78.000000 318.000000 0.760704
609 3 588.000000 76.000000 664.000000 0.555250
609 4 523.000000 77.000000 600.000000 0.581411
609 5 191.000000 82.000000 273.000000 0.786159
609 6 222.000000 85.000000 307.000000 0.762072
609 7 550.000000 81.000000 631.000000 0.574306
# 609 mean times: 372.125000 81.000000 453.125000
# 609 balance: 1.096406, expected: 0.100000 (sys: 0.148148, total: 0.873931)
611 0 409.000000 81.000000 490.000000 0.598886
611 1 182.000000 79.000000 261.000000 0.783840
611 2 231.000000 78.000000 309.000000 0.755122
611 3 550.000000 69.000000 619.000000 0.562956
611 4 447.000000 76.000000 523.000000 0.584345
611 5 174.000000 91.000000 265.000000 0.777017
611 6 217.000000 81.000000 298.000000 0.761322
611 7 483.000000 77.000000 560.000000 0.569126
# 611 mean times: 336.625000 79.000000 415.625000
# 611 balance: 1.116970, expected: 0.100000 (sys: 0.278481, total: 0.861353)
613 0 417.000000 75.000000 492.000000 0.587237
613 1 171.000000 83.000000 254.000000 0.776267
613 2 216.000000 77.000000 293.000000 0.750418
613 3 551.000000 69.000000 620.000000 0.545435
613 4 498.000000 74.000000 572.000000 0.561025
613 5 180.000000 80.000000 260.000000 0.768956
613 6 214.000000 78.000000 292.000000 0.749167
613 7 467.000000 70.000000 537.000000 0.558802
# 613 mean times: 339.250000 75.750000 415.000000
# 613 balance: 1.120118, expected: 0.100000 (sys: 0.184818, total: 0.881928)
615 0 418.000000 76.000000 494.000000 0.591890
615 1 164.000000 82.000000 246.000000 0.784217
615 2 214.000000 82.000000 296.000000 0.755686
615 3 556.000000 73.000000 629.000000 0.544101
615 4 448.000000 77.000000 525.000000 0.553792
615 5 180.000000 83.000000 263.000000 0.777625
615 6 211.000000 78.000000 289.000000 0.763272
615 7 538.000000 80.000000 618.000000 0.561485
# 615 mean times: 341.125000 78.875000 420.000000
# 615 balance: 1.149139, expected: 0.100000 (sys: 0.126783, total: 0.911905)
617 0 421.000000 83.000000 504.000000 0.598112
617 1 177.000000 86.000000 263.000000 0.782720
617 2 234.000000 78.000000 312.000000 0.752933
617 3 557.000000 71.000000 628.000000 0.565545
617 4 526.000000 82.000000 608.000000 0.566498
617 5 195.000000 80.000000 275.000000 0.778392
617 6 217.000000 83.000000 300.000000 0.761036
617 7 549.000000 75.000000 624.000000 0.567318
# 617 mean times: 359.500000 79.750000 439.250000
# 617 balance: 1.057024, expected: 0.100000 (sys: 0.188088, total: 0.830962)
619 0 408.000000 84.000000 492.000000 0.599460
619 1 181.000000 83.000000 264.000000 0.779832
619 2 216.000000 84.000000 300.000000 0.754653
619 3 553.000000 72.000000 625.000000 0.554677
619 4 520.000000 83.000000 603.000000 0.558980
619 5 190.000000 83.000000 273.000000 0.774451
619 6 202.000000 83.000000 285.000000 0.761249
619 7 538.000000 78.000000 616.000000 0.568237
# 619 mean times: 351.000000 81.250000 432.250000
# 619 balance: 1.059829, expected: 0.100000 (sys: 0.147692, total: 0.835165)
621 0 481.000000 79.000000 560.000000 0.598500
621 1 162.000000 93.000000 255.000000 0.780456
621 2 222.000000 80.000000 302.000000 0.758933
621 3 553.000000 79.000000 632.000000 0.554812
621 4 523.000000 81.000000 604.000000 0.558200
621 5 188.000000 79.000000 267.000000 0.778669
621 6 220.000000 84.000000 304.000000 0.755262
621 7 549.000000 75.000000 624.000000 0.554225
# 621 mean times: 362.250000 81.250000 443.500000
# 621 balance: 1.079365, expected: 0.100000 (sys: 0.221538, total: 0.850056)
623 0 418.000000 78.000000 496.000000 0.577850
623 1 168.000000 78.000000 246.000000 0.775612
623 2 203.000000 83.000000 286.000000 0.748911
623 3 536.000000 66.000000 602.000000 0.549180
623 4 457.000000 76.000000 533.000000 0.541930
623 5 180.000000 75.000000 255.000000 0.769068
623 6 199.000000 83.000000 282.000000 0.748748
623 7 523.000000 67.000000 590.000000 0.559252
# 623 mean times: 335.500000 75.750000 411.250000
# 623 balance: 1.096870, expected: 0.100000 (sys: 0.224422, total: 0.865653)
625 0 481.000000 83.000000 564.000000 0.602736
625 1 178.000000 80.000000 258.000000 0.784661
625 2 225.000000 81.000000 306.000000 0.756532
625 3 548.000000 72.000000 620.000000 0.571171
625 4 472.000000 83.000000 555.000000 0.564603
625 5 184.000000 85.000000 269.000000 0.776806
625 6 227.000000 79.000000 306.000000 0.757698
625 7 543.000000 75.000000 618.000000 0.567861
# 625 mean times: 357.250000 79.750000 437.000000
# 625 balance: 1.035689, expected: 0.100000 (sys: 0.163009, total: 0.828375)
627 0 471.000000 82.000000 553.000000 0.607090
627 1 179.000000 80.000000 259.000000 0.782035
627 2 224.000000 83.000000 307.000000 0.758409
627 3 551.000000 75.000000 626.000000 0.551021
627 4 514.000000 81.000000 595.000000 0.562692
627 5 187.000000 82.000000 269.000000 0.778429
627 6 218.000000 86.000000 304.000000 0.757118
627 7 552.000000 67.000000 619.000000 0.567863
# 627 mean times: 362.000000 79.500000 441.500000
# 627 balance: 1.030387, expected: 0.100000 (sys: 0.238994, total: 0.831257)
629 0 489.000000 82.000000 571.000000 0.606242
629 1 182.000000 88.000000 270.000000 0.787443
629 2 221.000000 85.000000 306.000000 0.763922
629 3 470.000000 76.000000 546.000000 0.581694
629 4 513.000000 81.000000 594.000000 0.573172
629 5 189.000000 85.000000 274.000000 0.785631
629 6 217.000000 90.000000 307.000000 0.765950
629 7 553.000000 71.000000 624.000000 0.583158
# 629 mean times: 354.250000 82.250000 436.500000
# 629 balance: 1.047283, expected: 0.100000 (sys: 0.231003, total: 0.810997)
631 0 492.000000 83.000000 575.000000 0.630451
631 1 178.000000 94.000000 272.000000 0.798833
631 2 237.000000 83.000000 320.000000 0.774207
631 3 553.000000 69.000000 622.000000 0.594732
631 4 531.000000 88.000000 619.000000 0.589704
631 5 197.000000 87.000000 284.000000 0.796505
631 6 221.000000 93.000000 314.000000 0.778299
631 7 548.000000 80.000000 628.000000 0.591276
# 631 mean times: 369.625000 84.625000 454.250000
# 631 balance: 1.014542, expected: 0.100000 (sys: 0.295421, total: 0.783709)
633 0 431.000000 76.000000 507.000000 0.609694
633 1 186.000000 84.000000 270.000000 0.787977
633 2 227.000000 78.000000 305.000000 0.766087
633 3 475.000000 73.000000 548.000000 0.575284
633 4 527.000000 79.000000 606.000000 0.571748
